TIME,band1,band2,band3,band4,band5
35.80000001192093,6130.0005,6300.0005,1430.0001,960.00006,280.00003
35.900000005960464,5800.0005,4740.0005,1160.0001,650.00006,270.00003
36.0,6080.0005,5650.0005,1140.0001,810.00006,260.00003
36.099999994039536,5850.0005,5690.0005,1180.0001,790.00006,210.00002
36.19999998807907,5320.0005,4610.0005,950.00006,620.00006,330.00003
36.30000001192093,5890.0005,5310.0005,1020.00006,710.00006,360.00003
36.400000005960464,8350.001,7710.0005,1710.0001,990.00006,350.00003
36.5,7220.0005,6820.0005,1650.0001,900.00006,340.00003
36.599999994039536,6670.0005,5790.0005,1310.0001,960.00006,200.00002
36.69999998807907,5930.0005,5320.0005,960.00006,750.00006,290.00003
36.80000001192093,6310.0005,6520.0005,1430.0001,970.00006,300.00003
36.900000005960464,6510.0005,5780.0005,1060.0001,880.00006,210.00002
37.0,5860.0005,5340.0005,1220.0001,1020.00006,260.00003
37.099999994039536,6350.0005,5940.0005,1210.0001,1000.00006,440.00003
37.19999998807907,5590.0005,5360.0005,1020.00006,790.00006,300.00003
37.30000001192093,5850.0005,5480.0005,1160.0001,730.00006,150.00002
37.400000005960464,5570.0005,5210.0005,1100.0001,670.00006,190.00002
37.5,6670.0005,6650.0005,1610.0001,990.00006,400.00003
37.599999994039536,5920.0005,5910.0005,1160.0001,780.00006,230.00002
37.69999998807907,6620.0005,7060.0005,1280.0001,990.00006,400.00003
37.80000001192093,6550.0005,5850.0005,1270.0001,860.00006,280.00003
37.900000005960464,5980.0005,4910.0005,1030.0001,790.00006,180.00002
38.0,6400.0005,5810.0005,1620.0001,890.00006,260.00003
38.099999994039536,6950.0005,6450.0005,1170.0001,1120.0001,300.00003
38.19999998807907,6170.0005,5210.0005,950.00006,680.00006,170.00002
38.30000001192093,6230.0005,5610.0005,1090.0001,680.00006,250.00002
38.400000005960464,6870.0005,5620.0005,1280.0001,640.00006,180.00002
38.5,7580.0005,7450.0005,1340.0001,950.00006,280.00003
38.599999994039536,7990.0005,7120.0005,1390.0001,800.00006,220.00002
38.69999998807907,6710.0005,5910.0005,980.00006,720.00006,210.00002
38.80000001192093,7570.0005,6530.0005,1380.0001,850.00006,290.00003
38.900000005960464,8020.0005,7730.0005,1560.0001,910.00006,350.00003
39.0,7860.0005,8200.001,1580.0001,1120.0001,330.00003
39.099999994039536,7540.0005,6640.0005,1440.0001,850.00006,250.00002
39.19999998807907,5830.0005,5190.0005,750.00006,680.00006,230.00002
39.30000001192093,7170.0005,7080.0005,1460.0001,910.00006,180.00002
39.400000005960464,7830.0005,7320.0005,1490.0001,1070.0001,400.00003
39.5,7950.0005,8860.001,2140.0002,1300.0001,450.00003
39.599999994039536,7270.0005,8060.0005,1790.0001,930.00006,400.00003
39.69999998807907,7370.0005,8460.001,1960.0001,1220.0001,440.00003
39.80000001192093,7740.0005,7570.0005,1790.0001,930.00006,370.00003
39.900000005960464,6730.0005,6330.0005,1380.0001,880.00006,370.00003
40.0,6500.0005,6700.0005,1500.0001,830.00006,300.00003
40.099999994039536,8160.0005,7740.0005,1650.0001,1120.0001,440.00003
40.19999998807907,8170.0005,8060.0005,1810.0001,1180.0001,430.00003
40.30000001192093,7070.0005,7220.0005,1430.0001,1210.0001,530.00006
40.400000005960464,7710.0005,7040.0005,1680.0001,970.00006,410.00003
40.5,6950.0005,7750.0005,1900.0001,1110.0001,430.00003
40.599999994039536,6420.0005,6840.0005,2020.0001,1210.0001,400.00003
40.69999998807907,5160.0005,5610.0005,1200.0001,780.00006,360.00003
40.80000001192093,5640.0005,6020.0005,1710.0001,1010.00006,440.00003
40.900000005960464,4450.0005,4650.0005,1220.0001,790.00006,250.00002
41.0,5570.0005,6060.0005,1530.0001,1030.0001,370.00003
41.099999994039536,7050.0005,6810.0005,1330.0001,930.00006,340.00003
41.19999998807907,6850.0005,7310.0005,1850.0001,920.00006,330.00003
41.30000001192093,4370.0005,4330.0005,950.00006,720.00006,230.00002
41.400000005960464,4310.0005,4500.0005,950.00006,690.00006,160.00002
41.5,6530.0005,7570.0005,1390.0001,960.00006,310.00003
41.599999994039536,8470.001,9640.001,2250.0002,1630.0001,440.00003
41.69999998807907,7810.0005,8170.0005,2180.0002,1220.0001,350.00003
41.80000001192093,5810.0005,5540.0005,1100.0001,1040.0001,310.00003
41.900000005960464,6240.0005,6150.0005,1450.0001,800.00006,280.00003
42.0,6630.0005,5970.0005,1420.0001,800.00006,260.00003
42.099999994039536,6780.0005,6900.0005,1310.0001,950.00006,390.00003
